signature_name,classification,source_type,source_id,risk,redacted_to_safe_routing,reason,recommended_action,files_present,htm_path,source_file
Mercury CRM Email Template 2273 - Forgot Password turkish,archive/do-not-use,crm-email-template,2273,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2273 - Forgot Password turkish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2275 - Set New Password turkish,archive/do-not-use,crm-email-template,2275,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2275 - Set New Password turkish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2276 - Forgot Password turkish,archive/do-not-use,crm-email-template,2276,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2276 - Forgot Password turkish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 229 - Set New Password catalan,archive/do-not-use,crm-email-template,229,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 229 - Set New Password catalan.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 23 - Thank You Email (Sent to Customer After Accept),restricted-routing-only,crm-email-template,23,restricted-safe-routing,False,Old CRM template touched restricted subject matter and was redacted to safe portal/escalation language.,Use only as source context; prefer IDs 119-136 or Aurora-safe pack.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 23 - Thank You Email (Sent to Customer After Accept).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 230 - Forgot Password catalan,archive/do-not-use,crm-email-template,230,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 230 - Forgot Password catalan.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2366 - Forgot Password ukrainian,archive/do-not-use,crm-email-template,2366,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2366 - Forgot Password ukrainian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2368 - Set New Password ukrainian,archive/do-not-use,crm-email-template,2368,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2368 - Set New Password ukrainian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2369 - Forgot Password ukrainian,archive/do-not-use,crm-email-template,2369,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2369 - Forgot Password ukrainian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 24 - New Comment (Sent to Customer Lead),useful-after-polish,crm-email-template,24,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 24 - New Comment (Sent to Customer Lead).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2459 - Forgot Password vietnamese,archive/do-not-use,crm-email-template,2459,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2459 - Forgot Password vietnamese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2461 - Set New Password vietnamese,archive/do-not-use,crm-email-template,2461,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2461 - Set New Password vietnamese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2462 - Forgot Password vietnamese,archive/do-not-use,crm-email-template,2462,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2462 - Forgot Password vietnamese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 25 - New Comment (Sent to Staff),archive/do-not-use,crm-email-template,25,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 25 - New Comment (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2512 - Reminder,useful-after-polish,crm-email-template,2512,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2512 - Reminder.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2513 - Reminder bulgarian,archive/do-not-use,crm-email-template,2513,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2513 - Reminder bulgarian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2514 - Reminder catalan,archive/do-not-use,crm-email-template,2514,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2514 - Reminder catalan.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2515 - Reminder chinese,archive/do-not-use,crm-email-template,2515,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2515 - Reminder chinese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2516 - Reminder czech,archive/do-not-use,crm-email-template,2516,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2516 - Reminder czech.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2517 - Reminder dutch,archive/do-not-use,crm-email-template,2517,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2517 - Reminder dutch.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2518 - Reminder finnish,archive/do-not-use,crm-email-template,2518,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2518 - Reminder finnish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2519 - Reminder francais_canada,archive/do-not-use,crm-email-template,2519,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2519 - Reminder francais_canada.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2520 - Reminder french,archive/do-not-use,crm-email-template,2520,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2520 - Reminder french.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2521 - Reminder german,archive/do-not-use,crm-email-template,2521,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2521 - Reminder german.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2522 - Reminder greek,archive/do-not-use,crm-email-template,2522,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2522 - Reminder greek.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2523 - Reminder indonesia,archive/do-not-use,crm-email-template,2523,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2523 - Reminder indonesia.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2524 - Reminder italian,archive/do-not-use,crm-email-template,2524,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2524 - Reminder italian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2525 - Reminder japanese,archive/do-not-use,crm-email-template,2525,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2525 - Reminder japanese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2526 - Reminder norwegian,archive/do-not-use,crm-email-template,2526,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2526 - Reminder norwegian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2527 - Reminder persian,archive/do-not-use,crm-email-template,2527,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2527 - Reminder persian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2528 - Reminder polish,archive/do-not-use,crm-email-template,2528,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2528 - Reminder polish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2529 - Reminder portuguese,archive/do-not-use,crm-email-template,2529,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2529 - Reminder portuguese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2530 - Reminder portuguese_br,archive/do-not-use,crm-email-template,2530,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2530 - Reminder portuguese_br.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2531 - Reminder romanian,archive/do-not-use,crm-email-template,2531,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2531 - Reminder romanian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2532 - Reminder russian,archive/do-not-use,crm-email-template,2532,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2532 - Reminder russian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2533 - Reminder slovak,archive/do-not-use,crm-email-template,2533,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2533 - Reminder slovak.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2534 - Reminder spanish,archive/do-not-use,crm-email-template,2534,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2534 - Reminder spanish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2535 - Reminder swedish,archive/do-not-use,crm-email-template,2535,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2535 - Reminder swedish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2536 - Reminder turkish,archive/do-not-use,crm-email-template,2536,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2536 - Reminder turkish.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2537 - Reminder ukrainian,archive/do-not-use,crm-email-template,2537,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2537 - Reminder ukrainian.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2538 - Reminder vietnamese,archive/do-not-use,crm-email-template,2538,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2538 - Reminder vietnamese.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2539 - Appointment Reminder (Reminder send To staff),archive/do-not-use,crm-email-template,2539,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2539 - Appointment Reminder (Reminder send To staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2540 - Appointment Upcoming (Changed upcoming status to the client),useful-after-polish,crm-email-template,2540,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2540 - Appointment Upcoming (Changed upcoming status to the client).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2541 - Appointment Approved (Changed approved status to the client),useful-after-polish,crm-email-template,2541,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2541 - Appointment Approved (Changed approved status to the client).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2542 - Appointment Missed (Changed missed status to the client),useful-after-polish,crm-email-template,2542,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2542 - Appointment Missed (Changed missed status to the client).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2543 - Appointment Cancelled (Changed cancelled status to the client),useful-after-polish,crm-email-template,2543,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2543 - Appointment Cancelled (Changed cancelled status to the client).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2544 - Appointment Reminder (Reminder send To client),archive/do-not-use,crm-email-template,2544,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2544 - Appointment Reminder (Reminder send To client).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2545 - Appointment Booked (Notification send To client),archive/do-not-use,crm-email-template,2545,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2545 - Appointment Booked (Notification send To client).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2546 - Appointment Booked (Notification send To staff),archive/do-not-use,crm-email-template,2546,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2546 - Appointment Booked (Notification send To staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2547 - Appointment Booked and wait for approval (Approval Notification send To client),archive/do-not-use,crm-email-template,2547,restricted-safe-routing,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2547 - Appointment Booked and wait for approval (Approval Notification send To client).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2548 - Appointment Booked and wait for approval (Approval Notification send To staff),archive/do-not-use,crm-email-template,2548,restricted-safe-routing,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2548 - Appointment Booked and wait for approval (Approval Notification send To staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 2549 - Appointment Other status (Status Notification send To client),archive/do-not-use,crm-email-template,2549,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 2549 - Appointment Other status (Status Notification send To client).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 26 - Thank You Email (Sent to Customer After Accept),restricted-routing-only,crm-email-template,26,restricted-safe-routing,False,Old CRM template touched restricted subject matter and was redacted to safe portal/escalation language.,Use only as source context; prefer IDs 119-136 or Aurora-safe pack.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 26 - Thank You Email (Sent to Customer After Accept).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 27 - Task Deadline Reminder - Sent to Assigned Members,archive/do-not-use,crm-email-template,27,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 27 - Task Deadline Reminder - Sent to Assigned Members.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 28 - Send Contract to Customer,restricted-routing-only,crm-email-template,28,restricted-safe-routing,False,Old CRM template touched restricted subject matter and was redacted to safe portal/escalation language.,Use only as source context; prefer IDs 119-136 or Aurora-safe pack.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 28 - Send Contract to Customer.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 29 - Invoice Payment Recorded (Sent to Staff),archive/do-not-use,crm-email-template,29,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 29 - Invoice Payment Recorded (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 3 - New Ticket Opened (Opened by Staff Sent to Customer),useful-after-polish,crm-email-template,3,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 3 - New Ticket Opened (Opened by Staff Sent to Customer).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 30 - Auto Close Ticket,useful-after-polish,crm-email-template,30,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 30 - Auto Close Ticket.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 31 - New Project Discussion (Sent to Project Members),useful-after-polish,crm-email-template,31,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 31 - New Project Discussion (Sent to Project Members).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
